project,algorithm,passed,failed,skipped,xfailed,xpassed,errors,time,type_project,time_instrumentation,time_create_monitor,test_duration,post_run_time,end_to_end_time,memory_usage,statement_coverage,branch_coverage,total_violations,violations,unique_violations,unique_violations_count,violations_by_location,total_monitors,monitors,total_events,events,end_to_end_start_time,end_to_end_end_time,time_instrumentation_start,time_instrumentation_end,time_create_monitor_end,time_post_run_start,time_post_run_end,pymop_ast_time,pymop_start_time
leezythu-UCTR,original,7,0,0,0,0,0,0.83,original,0.0,0.0,1.30741548538208,0.0,1.30741548538208,112316,83.2,71.0,x,,x,x,,x,,x,,1769402978.0027113,1769402979.3101268,x,x,x,x,x,x,x
leezythu-UCTR,D,7,0,0,0,0,0,1.43,pymop,6.292375719161988,1.3138458728790283,2.0208721999206545,0.0,9.62709379196167,292032,x,x,6,StringStripAnalysis=6,1,StringStripAnalysis=1;,/UCTR/TAT-QA/tatqa/tatqa_utils.py:142:StringStripAnalysis=1,756,WrongTypeAddedAnalysis=1<>NLTK_RegexpTokenizerCapturingParentheses=1<>StringConcatAnalysis=1<>BuiltinAllAnalysis=1<>InPlaceSortAnalysis=1<>PyDocs_MustLockOnce=1<>InvalidComparisonAnalysis=1<>NonFinitesAnalysis=1<>PriorityQueue_NonComparable=1<>StringStripAnalysis=1<>PyDocs_UselessIterTee=1<>ComparisonBehaviorAnalysis=1<>NLTK_regexp_span_tokenize=1<>FileClosedAnalysis=14<>UnsafeListIterator=579<>UnsafeDictIterator=150,97161,WrongTypeAddedAnalysis=check_append=14508<>WrongTypeAddedAnalysis=check_insert=14508<>WrongTypeAddedAnalysis=check_extend=14508<>WrongTypeAddedAnalysis=check_add=14508<>WrongTypeAddedAnalysis=check_add_assign=229<>StringConcatAnalysis=add=229<>BuiltinAllAnalysis=violation=14342<>InPlaceSortAnalysis=list_used=2759<>InPlaceSortAnalysis=list_sorted=78<>InPlaceSortAnalysis=end_execution=1<>InvalidComparisonAnalysis=after_comparison=1273<>NonFinitesAnalysis=non_finite_op=14342<>StringStripAnalysis=strip=714<>PyDocs_UselessIterTee=end=1<>ComparisonBehaviorAnalysis=eq_end=1273<>FileClosedAnalysis=open=8<>FileClosedAnalysis=close=7<>FileClosedAnalysis=end=6<>UnsafeListIterator=createList=2448<>UnsafeListIterator=updateList=454<>UnsafeDictIterator=createDict=320<>UnsafeDictIterator=updateDict=645,1769403038.7079158,1769403048.3350096,x,1769403044.8832705,1769403046.1971164,x,x,0.117021,1769403041.8375335
leezythu-UCTR,D,7,0,0,0,0,0,16.2,pymop_libs,23.5604029223938,0.702765703201294,18.784659571884156,0.0,43.04782819747925,370440,x,x,6,StringStripAnalysis=6,1,StringStripAnalysis=1;,/UCTR/TAT-QA/tatqa/tatqa_utils.py:142:StringStripAnalysis=1,2814,UnsafeListIterator=2038<>WrongTypeAddedAnalysis=1<>NLTK_RegexpTokenizerCapturingParentheses=1<>StringConcatAnalysis=1<>BuiltinAllAnalysis=1<>InPlaceSortAnalysis=1<>NLTK_NonterminalSymbolMutability=22<>PyDocs_MustLockOnce=1<>InvalidComparisonAnalysis=1<>NonFinitesAnalysis=1<>PriorityQueue_NonComparable=1<>StringStripAnalysis=1<>PyDocs_UselessIterTee=1<>ComparisonBehaviorAnalysis=1<>NLTK_regexp_span_tokenize=1<>UnsafeDictIterator=685<>ArgParse_Parent=1<>FileClosedAnalysis=14<>faulthandler_disableBeforeClose=1<>PyDocs_MustSortBeforeGroupBy=40,2011940,UnsafeListIterator=createList=5743<>UnsafeListIterator=updateList=4679<>WrongTypeAddedAnalysis=check_append=322329<>WrongTypeAddedAnalysis=check_insert=322329<>WrongTypeAddedAnalysis=check_extend=322329<>WrongTypeAddedAnalysis=check_add=322329<>WrongTypeAddedAnalysis=check_add_assign=2138<>StringConcatAnalysis=add=2138<>BuiltinAllAnalysis=violation=315081<>InPlaceSortAnalysis=list_used=47621<>InPlaceSortAnalysis=list_sorted=82<>InPlaceSortAnalysis=end_execution=1<>NLTK_NonterminalSymbolMutability=nonterminal_created=22<>InvalidComparisonAnalysis=after_comparison=12845<>NonFinitesAnalysis=non_finite_op=314918<>StringStripAnalysis=strip=737<>PyDocs_UselessIterTee=end=1<>ComparisonBehaviorAnalysis=ne_end=329<>ComparisonBehaviorAnalysis=eq_end=12492<>UnsafeDictIterator=createDict=902<>UnsafeDictIterator=updateDict=2811<>ArgParse_Parent=created=1<>ArgParse_Parent=argument_added=1<>FileClosedAnalysis=open=8<>FileClosedAnalysis=close=7<>FileClosedAnalysis=end=6<>faulthandler_disableBeforeClose=register=1<>faulthandler_disableBeforeClose=unregister=1<>PyDocs_MustSortBeforeGroupBy=sort=41<>PyDocs_MustSortBeforeGroupBy=modify=18,1769403102.2742562,1769403145.3220844,x,1769403124.4376822,1769403125.1404479,x,x,1.396977,1769403114.6247847
leezythu-UCTR-ST,original,7,0,0,0,0,0,0.9,original,0.0,0.0,1.2788612842559814,0.0,1.2788612842559814,114120,83.2,71.0,x,,x,x,,x,,x,,1769403030.154936,1769403031.4337974,x,x,x,x,x,x,x
leezythu-UCTR-ST,D,7,0,0,0,0,0,1.71,pymop,6.313979605728149,0.8333048820495605,2.5655052861633303,0.0,9.71278977394104,289816,x,x,6,StringStripAnalysis=6,1,StringStripAnalysis=1;,/UCTR-ST/TAT-QA/tatqa/tatqa_utils.py:142:StringStripAnalysis=1,763,WrongTypeAddedAnalysis=1<>NLTK_RegexpTokenizerCapturingParentheses=1<>StringConcatAnalysis=1<>BuiltinAllAnalysis=1<>InPlaceSortAnalysis=1<>PyDocs_MustLockOnce=1<>InvalidComparisonAnalysis=1<>NonFinitesAnalysis=1<>PriorityQueue_NonComparable=1<>StringStripAnalysis=1<>PyDocs_UselessIterTee=1<>ComparisonBehaviorAnalysis=1<>NLTK_regexp_span_tokenize=1<>FileClosedAnalysis=14<>UnsafeListIterator=592<>UnsafeDictIterator=144,97161,WrongTypeAddedAnalysis=check_append=14508<>WrongTypeAddedAnalysis=check_insert=14508<>WrongTypeAddedAnalysis=check_extend=14508<>WrongTypeAddedAnalysis=check_add=14508<>WrongTypeAddedAnalysis=check_add_assign=229<>StringConcatAnalysis=add=229<>BuiltinAllAnalysis=violation=14342<>InPlaceSortAnalysis=list_used=2759<>InPlaceSortAnalysis=list_sorted=78<>InPlaceSortAnalysis=end_execution=1<>InvalidComparisonAnalysis=after_comparison=1273<>NonFinitesAnalysis=non_finite_op=14342<>StringStripAnalysis=strip=714<>PyDocs_UselessIterTee=end=1<>ComparisonBehaviorAnalysis=eq_end=1273<>FileClosedAnalysis=open=8<>FileClosedAnalysis=close=7<>FileClosedAnalysis=end=6<>UnsafeListIterator=createList=2448<>UnsafeListIterator=updateList=454<>UnsafeDictIterator=createDict=320<>UnsafeDictIterator=updateDict=645,1769403065.1998842,1769403074.912674,x,1769403071.3868828,1769403072.2201877,x,x,0.126981,1769403067.0981648
leezythu-UCTR-ST,D,7,0,0,0,0,0,18.53,pymop_libs,30.70108398701477,0.8413996696472168,21.630202681762697,0.0,53.17268633842468,374172,x,x,6,StringStripAnalysis=6,1,StringStripAnalysis=1;,/UCTR-ST/TAT-QA/tatqa/tatqa_utils.py:142:StringStripAnalysis=1,2554,UnsafeListIterator=1821<>WrongTypeAddedAnalysis=1<>NLTK_RegexpTokenizerCapturingParentheses=1<>StringConcatAnalysis=1<>BuiltinAllAnalysis=1<>InPlaceSortAnalysis=1<>NLTK_NonterminalSymbolMutability=22<>PyDocs_MustLockOnce=1<>InvalidComparisonAnalysis=1<>NonFinitesAnalysis=1<>PriorityQueue_NonComparable=1<>StringStripAnalysis=1<>PyDocs_UselessIterTee=1<>ComparisonBehaviorAnalysis=1<>NLTK_regexp_span_tokenize=1<>UnsafeDictIterator=643<>ArgParse_Parent=1<>FileClosedAnalysis=14<>faulthandler_disableBeforeClose=1<>PyDocs_MustSortBeforeGroupBy=39,2019219,UnsafeListIterator=createList=5760<>UnsafeListIterator=updateList=1601<>WrongTypeAddedAnalysis=check_append=324005<>WrongTypeAddedAnalysis=check_insert=324005<>WrongTypeAddedAnalysis=check_extend=324005<>WrongTypeAddedAnalysis=check_add=324005<>WrongTypeAddedAnalysis=check_add_assign=2139<>StringConcatAnalysis=add=2139<>BuiltinAllAnalysis=violation=316716<>InPlaceSortAnalysis=list_used=47857<>InPlaceSortAnalysis=list_sorted=82<>InPlaceSortAnalysis=end_execution=1<>NLTK_NonterminalSymbolMutability=nonterminal_created=22<>InvalidComparisonAnalysis=after_comparison=12899<>NonFinitesAnalysis=non_finite_op=316553<>StringStripAnalysis=strip=737<>PyDocs_UselessIterTee=end=1<>ComparisonBehaviorAnalysis=ne_end=326<>ComparisonBehaviorAnalysis=eq_end=12549<>UnsafeDictIterator=createDict=904<>UnsafeDictIterator=updateDict=2813<>ArgParse_Parent=created=1<>ArgParse_Parent=argument_added=1<>FileClosedAnalysis=open=8<>FileClosedAnalysis=close=7<>FileClosedAnalysis=end=6<>faulthandler_disableBeforeClose=register=1<>faulthandler_disableBeforeClose=unregister=1<>PyDocs_MustSortBeforeGroupBy=sort=42<>PyDocs_MustSortBeforeGroupBy=modify=33,1769403104.0863042,1769403157.2589905,x,1769403133.1302202,1769403133.9716198,x,x,1.657168,1769403120.2212043
lfurrer-bconv,original,247,0,0,0,0,0,0.77,original,0.0,0.0,1.1565649509429932,0.0,1.1565649509429932,74252,88.8,77.7,x,,x,x,,x,,x,,1769403485.7673652,1769403486.9239302,x,x,x,x,x,x,x
lfurrer-bconv,D,247,0,0,0,0,0,167.35,pymop,5.133586198287964,1.0733299255371094,174.85610052923585,0.0,181.0630166530609,523388,x,x,328,PyDocs_MustSortBeforeGroupBy=328,1,PyDocs_MustSortBeforeGroupBy=1;,/bconv/bconv/fmt/europepmc.py:51:PyDocs_MustSortBeforeGroupBy=1,41372,WrongTypeAddedAnalysis=1<>NLTK_RegexpTokenizerCapturingParentheses=1<>StringConcatAnalysis=1<>BuiltinAllAnalysis=1<>InPlaceSortAnalysis=1<>PyDocs_MustLockOnce=1<>InvalidComparisonAnalysis=1<>NonFinitesAnalysis=1<>PriorityQueue_NonComparable=1<>StringStripAnalysis=1<>PyDocs_UselessIterTee=1<>ComparisonBehaviorAnalysis=1<>NLTK_regexp_span_tokenize=1<>FileClosedAnalysis=446<>UnsafeListIterator=25751<>UnsafeDictIterator=4335<>PyDocs_MustSortBeforeGroupBy=10826<>Logging_MustNotLogAfterShutdown=1,2508722,WrongTypeAddedAnalysis=check_append=319325<>WrongTypeAddedAnalysis=check_insert=319325<>WrongTypeAddedAnalysis=check_extend=319325<>WrongTypeAddedAnalysis=check_add=319325<>WrongTypeAddedAnalysis=check_add_assign=172620<>StringConcatAnalysis=add=172620<>BuiltinAllAnalysis=violation=318901<>InPlaceSortAnalysis=list_used=78784<>InPlaceSortAnalysis=list_sorted=4117<>InPlaceSortAnalysis=end_execution=1<>InvalidComparisonAnalysis=after_comparison=23851<>NonFinitesAnalysis=non_finite_op=318901<>StringStripAnalysis=strip=1603<>PyDocs_UselessIterTee=end=1<>ComparisonBehaviorAnalysis=eq_end=17025<>ComparisonBehaviorAnalysis=ne_end=6826<>FileClosedAnalysis=open=224<>FileClosedAnalysis=close=223<>FileClosedAnalysis=end=222<>UnsafeListIterator=createList=42116<>UnsafeListIterator=updateList=29735<>UnsafeListIterator=createIter=7829<>UnsafeListIterator=next=17116<>UnsafeDictIterator=createDict=6242<>UnsafeDictIterator=updateDict=897<>PyDocs_MustSortBeforeGroupBy=sort=551<>PyDocs_MustSortBeforeGroupBy=modify=516<>PyDocs_MustSortBeforeGroupBy=groupby=10496<>Logging_MustNotLogAfterShutdown=log=5,1769403520.9566681,1769403702.0196848,x,1769403525.7564983,1769403526.8298283,x,x,0.333756,1769403523.0652363
lfurrer-bconv,D,247,0,0,0,0,0,370.84,pymop_libs,15.338551913970948,0.7505924701690674,383.2291656382141,0.0,399.3183100223541,699688,x,x,4265,WrongTypeAddedAnalysis=1;PyDocs_MustSortBeforeGroupBy=4264,3,WrongTypeAddedAnalysis=1;PyDocs_MustSortBeforeGroupBy=2;,/bconv/venv/lib/python3.12/site-packages/_pytest/fixtures.py:1851:WrongTypeAddedAnalysis=1;/bconv/bconv/fmt/europepmc.py:51:PyDocs_MustSortBeforeGroupBy=2,62568,UnsafeListIterator=32481<>WrongTypeAddedAnalysis=1<>NLTK_RegexpTokenizerCapturingParentheses=1<>StringConcatAnalysis=1<>BuiltinAllAnalysis=1<>InPlaceSortAnalysis=1<>NLTK_NonterminalSymbolMutability=22<>PyDocs_MustLockOnce=1<>InvalidComparisonAnalysis=1<>NonFinitesAnalysis=1<>PriorityQueue_NonComparable=1<>StringStripAnalysis=1<>PyDocs_UselessIterTee=1<>ComparisonBehaviorAnalysis=1<>NLTK_regexp_span_tokenize=1<>UnsafeDictIterator=7589<>ArgParse_Parent=1<>FileClosedAnalysis=446<>faulthandler_disableBeforeClose=1<>PyDocs_MustSortBeforeGroupBy=22014<>Logging_MustNotLogAfterShutdown=1,4825646,UnsafeListIterator=createList=86526<>UnsafeListIterator=updateList=41684<>UnsafeListIterator=createIter=7828<>UnsafeListIterator=next=17116<>WrongTypeAddedAnalysis=check_append=669451<>WrongTypeAddedAnalysis=check_insert=669451<>WrongTypeAddedAnalysis=check_extend=669451<>WrongTypeAddedAnalysis=check_add=669451<>WrongTypeAddedAnalysis=check_add_assign=185479<>NLTK_RegexpTokenizerCapturingParentheses=regexpTokenizerCreated=1<>StringConcatAnalysis=add=185479<>BuiltinAllAnalysis=violation=662280<>InPlaceSortAnalysis=list_used=147648<>InPlaceSortAnalysis=list_sorted=4126<>InPlaceSortAnalysis=end_execution=1<>NLTK_NonterminalSymbolMutability=nonterminal_created=22<>InvalidComparisonAnalysis=after_comparison=48843<>NonFinitesAnalysis=non_finite_op=662128<>StringStripAnalysis=strip=2398<>PyDocs_UselessIterTee=end=1<>ComparisonBehaviorAnalysis=ne_end=10795<>ComparisonBehaviorAnalysis=eq_end=38024<>UnsafeDictIterator=createDict=9755<>UnsafeDictIterator=updateDict=12987<>ArgParse_Parent=created=1<>ArgParse_Parent=argument_added=1<>FileClosedAnalysis=open=224<>FileClosedAnalysis=close=223<>FileClosedAnalysis=end=222<>faulthandler_disableBeforeClose=register=1<>faulthandler_disableBeforeClose=unregister=1<>PyDocs_MustSortBeforeGroupBy=sort=587<>PyDocs_MustSortBeforeGroupBy=modify=1808<>PyDocs_MustSortBeforeGroupBy=groupby=21648<>Logging_MustNotLogAfterShutdown=log=5,1769403730.2239752,1769404129.5422852,x,1769403743.736833,1769403744.4874256,x,x,1.825694,1769403732.473077
lidatong-dataclasses-json,original,323,0,5,0,0,0,1.63,original,0.0,0.0,1.9764163494110107,0.0,1.9764163494110107,74836,94.2,79.7,x,,x,x,,x,,x,,1769404077.7642927,1769404079.740709,x,x,x,x,x,x,x
lidatong-dataclasses-json,D,323,0,5,0,0,0,30.74,pymop,24.77106998023987,0.6768600940704346,12.013435387039184,0.0,37.46136546134949,312960,x,x,58,InvalidComparisonAnalysis=58,2,InvalidComparisonAnalysis=2;,/dataclasses-json/dataclasses_json/core.py:361:InvalidComparisonAnalysis=1;/dataclasses-json/dataclasses_json/core.py:232:InvalidComparisonAnalysis=1,7349,WrongTypeAddedAnalysis=1<>NLTK_RegexpTokenizerCapturingParentheses=1<>StringConcatAnalysis=1<>BuiltinAllAnalysis=1<>InPlaceSortAnalysis=1<>PyDocs_MustLockOnce=1<>InvalidComparisonAnalysis=1<>NonFinitesAnalysis=1<>PriorityQueue_NonComparable=1<>StringStripAnalysis=1<>PyDocs_UselessIterTee=1<>ComparisonBehaviorAnalysis=1<>NLTK_regexp_span_tokenize=1<>FileClosedAnalysis=212<>UnsafeDictIterator=4700<>UnsafeListIterator=1740<>UnsafeArrayIterator=684,633952,WrongTypeAddedAnalysis=check_append=99161<>WrongTypeAddedAnalysis=check_insert=99161<>WrongTypeAddedAnalysis=check_extend=99161<>WrongTypeAddedAnalysis=check_add=99161<>WrongTypeAddedAnalysis=check_add_assign=51<>StringConcatAnalysis=add=51<>BuiltinAllAnalysis=violation=93771<>InPlaceSortAnalysis=list_used=4428<>InPlaceSortAnalysis=end_execution=1<>InvalidComparisonAnalysis=after_comparison=7893<>NonFinitesAnalysis=non_finite_op=93771<>StringStripAnalysis=strip=7<>PyDocs_UselessIterTee=end=1<>ComparisonBehaviorAnalysis=ne_end=2014<>ComparisonBehaviorAnalysis=eq_end=5879<>FileClosedAnalysis=open=107<>FileClosedAnalysis=close=106<>FileClosedAnalysis=end=105<>UnsafeDictIterator=createDict=8977<>UnsafeDictIterator=updateDict=6589<>UnsafeListIterator=createList=2405<>UnsafeListIterator=updateList=363<>UnsafeListIterator=createIter=1<>UnsafeListIterator=next=2<>UnsafeArrayIterator=createArray=684<>UnsafeArrayIterator=updateArray=10102,1769404111.636262,1769404149.0976274,x,1769404115.795482,1769404116.472342,x,x,20.61185,1769404112.6958127
lidatong-dataclasses-json,D,323,0,5,0,0,0,359.5,pymop_libs,38.90012186257935,0.6747138500213623,347.0140770128479,0.0,386.5889127254486,703328,x,x,1147,InvalidComparisonAnalysis=682;RandomMustUseSeed=463;WrongTypeAddedAnalysis=1;InPlaceSortAnalysis=1,12,InvalidComparisonAnalysis=6;RandomMustUseSeed=4;WrongTypeAddedAnalysis=1;InPlaceSortAnalysis=1;,/dataclasses-json/dataclasses_json/core.py:361:InvalidComparisonAnalysis=1;/dataclasses-json/dataclasses_json/core.py:232:InvalidComparisonAnalysis=1;/dataclasses-json/venv/lib/python3.12/site-packages/marshmallow/fields.py:1065:InvalidComparisonAnalysis=1;/dataclasses-json/venv/lib/python3.12/site-packages/hypothesis/internal/conjecture/utils.py:358:InvalidComparisonAnalysis=1;/dataclasses-json/venv/lib/python3.12/site-packages/hypothesis/internal/conjecture/utils.py:361:InvalidComparisonAnalysis=1;/dataclasses-json/venv/lib/python3.12/site-packages/hypothesis/internal/conjecture/utils.py:305:InvalidComparisonAnalysis=1;/dataclasses-json/venv/lib/python3.12/site-packages/hypothesis/internal/entropy.py:209:RandomMustUseSeed=1;/dataclasses-json/venv/lib/python3.12/site-packages/hypothesis/internal/entropy.py:236:RandomMustUseSeed=1;/dataclasses-json/venv/lib/python3.12/site-packages/hypothesis/control.py:106:RandomMustUseSeed=1;/dataclasses-json/venv/lib/python3.12/site-packages/hypothesis/control.py:108:RandomMustUseSeed=1;/dataclasses-json/venv/lib/python3.12/site-packages/hypothesis/internal/constants_ast.py:141:WrongTypeAddedAnalysis=1;/dataclasses-json/venv/lib/python3.12/site-packages/hypothesis/internal/conjecture/floats.py:92:InPlaceSortAnalysis=1,61911,UnsafeListIterator=27676<>WrongTypeAddedAnalysis=1<>NLTK_RegexpTokenizerCapturingParentheses=1<>StringConcatAnalysis=1<>BuiltinAllAnalysis=1<>InPlaceSortAnalysis=1<>NLTK_NonterminalSymbolMutability=22<>PyDocs_MustLockOnce=1<>InvalidComparisonAnalysis=1<>NonFinitesAnalysis=1<>PriorityQueue_NonComparable=1<>StringStripAnalysis=1<>PyDocs_UselessIterTee=1<>ComparisonBehaviorAnalysis=1<>NLTK_regexp_span_tokenize=1<>UnsafeDictIterator=23587<>ArgParse_Parent=1<>FileClosedAnalysis=212<>faulthandler_disableBeforeClose=1<>PyDocs_MustSortBeforeGroupBy=259<>UnsafeArrayIterator=10022<>Pydocs_MustReleaseLock=6<>RandomMustUseSeed=112,7228377,UnsafeListIterator=createList=77032<>UnsafeListIterator=updateList=39850<>UnsafeListIterator=createIter=1<>UnsafeListIterator=next=2<>WrongTypeAddedAnalysis=check_append=1018694<>WrongTypeAddedAnalysis=check_insert=1018694<>WrongTypeAddedAnalysis=check_extend=1018694<>WrongTypeAddedAnalysis=check_add=1018694<>WrongTypeAddedAnalysis=check_add_assign=88003<>StringConcatAnalysis=add=88003<>BuiltinAllAnalysis=violation=1016208<>InPlaceSortAnalysis=list_used=132825<>InPlaceSortAnalysis=list_sorted=1370<>InPlaceSortAnalysis=end_execution=1<>NLTK_NonterminalSymbolMutability=nonterminal_created=22<>InvalidComparisonAnalysis=after_comparison=156464<>NonFinitesAnalysis=non_finite_op=1016056<>PriorityQueue_NonComparable=heap_push=4<>StringStripAnalysis=strip=1138<>PyDocs_UselessIterTee=end=1<>ComparisonBehaviorAnalysis=ne_end=13423<>ComparisonBehaviorAnalysis=eq_end=143017<>UnsafeDictIterator=createDict=36524<>UnsafeDictIterator=updateDict=33114<>ArgParse_Parent=created=1<>ArgParse_Parent=argument_added=1<>FileClosedAnalysis=open=107<>FileClosedAnalysis=close=106<>FileClosedAnalysis=end=105<>faulthandler_disableBeforeClose=register=1<>faulthandler_disableBeforeClose=unregister=1<>PyDocs_MustSortBeforeGroupBy=sort=259<>PyDocs_MustSortBeforeGroupBy=modify=17<>UnsafeArrayIterator=createArray=684<>UnsafeArrayIterator=updateArray=289304<>UnsafeArrayIterator=createIter=9338<>UnsafeArrayIterator=next=8884<>Pydocs_MustReleaseLock=acquire=573<>Pydocs_MustReleaseLock=release=573<>Pydocs_MustReleaseLock=end=3<>RandomMustUseSeed=all=463<>RandomMustUseSeed=set_seed=123,1769404178.6397462,1769404565.228659,x,1769404190.948142,1769404191.622856,x,x,26.591726,1769404180.7144039
liltom-eth-llama2-webui,original,3,0,0,0,0,0,0.03,original,0.0,0.0,0.3507070541381836,0.0,0.3507070541381836,28916,17.7,2.3,x,,x,x,,x,,x,,1769404129.362603,1769404129.71331,x,x,x,x,x,x,x
liltom-eth-llama2-webui,D,3,0,0,0,0,0,0.11,pymop,6.864850907073975,1.922377109527588,0.6316886856689453,0.0,9.418916702270508,221972,x,x,1,BuiltinAllAnalysis=1,1,BuiltinAllAnalysis=1;,/llama2-webui/llama2_wrapper/model.py:721:BuiltinAllAnalysis=1,42,WrongTypeAddedAnalysis=1<>NLTK_RegexpTokenizerCapturingParentheses=1<>StringConcatAnalysis=1<>BuiltinAllAnalysis=1<>InPlaceSortAnalysis=1<>PyDocs_MustLockOnce=1<>InvalidComparisonAnalysis=1<>NonFinitesAnalysis=1<>PriorityQueue_NonComparable=1<>StringStripAnalysis=1<>PyDocs_UselessIterTee=1<>ComparisonBehaviorAnalysis=1<>NLTK_regexp_span_tokenize=1<>FileClosedAnalysis=12<>UnsafeListIterator=15<>UnsafeDictIterator=2,320,WrongTypeAddedAnalysis=check_append=32<>WrongTypeAddedAnalysis=check_insert=32<>WrongTypeAddedAnalysis=check_extend=32<>WrongTypeAddedAnalysis=check_add=32<>WrongTypeAddedAnalysis=check_add_assign=8<>StringConcatAnalysis=add=8<>BuiltinAllAnalysis=violation=31<>InPlaceSortAnalysis=list_used=31<>InPlaceSortAnalysis=end_execution=1<>InvalidComparisonAnalysis=after_comparison=14<>NonFinitesAnalysis=non_finite_op=31<>StringStripAnalysis=strip=4<>PyDocs_UselessIterTee=end=1<>ComparisonBehaviorAnalysis=eq_end=14<>FileClosedAnalysis=open=7<>FileClosedAnalysis=close=6<>FileClosedAnalysis=end=5<>UnsafeListIterator=createList=15<>UnsafeListIterator=updateList=14<>UnsafeDictIterator=createDict=2,1769404187.2453482,1769404196.664265,x,1769404194.0447881,1769404195.9671652,x,x,0.065411,1769404190.9258704
liltom-eth-llama2-webui,D,3,0,0,0,0,0,1.33,pymop_libs,14.307502348709107,0.6811883449554443,3.4447936222076416,0.0,18.433484315872192,311316,x,x,2,WrongTypeAddedAnalysis=1;BuiltinAllAnalysis=1,2,WrongTypeAddedAnalysis=1;BuiltinAllAnalysis=1;,/llama2-webui/venv/lib/python3.12/site-packages/_pytest/fixtures.py:1851:WrongTypeAddedAnalysis=1;/llama2-webui/llama2_wrapper/model.py:721:BuiltinAllAnalysis=1,1624,UnsafeListIterator=1142<>WrongTypeAddedAnalysis=1<>NLTK_RegexpTokenizerCapturingParentheses=1<>StringConcatAnalysis=1<>BuiltinAllAnalysis=1<>InPlaceSortAnalysis=1<>NLTK_NonterminalSymbolMutability=22<>PyDocs_MustLockOnce=1<>InvalidComparisonAnalysis=1<>NonFinitesAnalysis=1<>PriorityQueue_NonComparable=1<>StringStripAnalysis=1<>PyDocs_UselessIterTee=1<>ComparisonBehaviorAnalysis=1<>NLTK_regexp_span_tokenize=1<>UnsafeDictIterator=420<>ArgParse_Parent=1<>FileClosedAnalysis=12<>faulthandler_disableBeforeClose=1<>PyDocs_MustSortBeforeGroupBy=13,240204,UnsafeListIterator=createList=2316<>UnsafeListIterator=updateList=784<>WrongTypeAddedAnalysis=check_append=37505<>WrongTypeAddedAnalysis=check_insert=37505<>WrongTypeAddedAnalysis=check_extend=37505<>WrongTypeAddedAnalysis=check_add=37505<>WrongTypeAddedAnalysis=check_add_assign=1624<>StringConcatAnalysis=add=1624<>BuiltinAllAnalysis=violation=37012<>InPlaceSortAnalysis=list_used=4634<>InPlaceSortAnalysis=list_sorted=4<>InPlaceSortAnalysis=end_execution=1<>NLTK_NonterminalSymbolMutability=nonterminal_created=22<>InvalidComparisonAnalysis=after_comparison=1407<>NonFinitesAnalysis=non_finite_op=36860<>StringStripAnalysis=strip=15<>PyDocs_UselessIterTee=end=1<>ComparisonBehaviorAnalysis=ne_end=240<>ComparisonBehaviorAnalysis=eq_end=1143<>UnsafeDictIterator=createDict=440<>UnsafeDictIterator=updateDict=2009<>ArgParse_Parent=created=1<>ArgParse_Parent=argument_added=1<>FileClosedAnalysis=open=7<>FileClosedAnalysis=close=6<>FileClosedAnalysis=end=5<>faulthandler_disableBeforeClose=register=1<>faulthandler_disableBeforeClose=unregister=1<>PyDocs_MustSortBeforeGroupBy=sort=14<>PyDocs_MustSortBeforeGroupBy=modify=12,1769404251.475299,1769404269.9087832,x,1769404264.0850012,1769404264.7661896,x,x,1.6978,1769404253.6289272
line-centraldogma-python,original,69,0,14,0,0,0,10.6,original,0.0,0.0,11.296385288238525,0.0,11.296385288238525,66912,72.4,46.2,x,,x,x,,x,,x,,1769403180.6854994,1769403191.9818847,x,x,x,x,x,x,x
line-centraldogma-python,D,69,0,14,0,0,0,11.17,pymop,6.89022353755188,1.2856693267822266,27.653909648788453,0.0,35.82980251312256,248792,x,x,0,,0,,,360,WrongTypeAddedAnalysis=1<>NLTK_RegexpTokenizerCapturingParentheses=1<>StringConcatAnalysis=1<>BuiltinAllAnalysis=1<>InPlaceSortAnalysis=1<>PyDocs_MustLockOnce=1<>InvalidComparisonAnalysis=1<>NonFinitesAnalysis=1<>PriorityQueue_NonComparable=1<>StringStripAnalysis=1<>PyDocs_UselessIterTee=1<>ComparisonBehaviorAnalysis=1<>NLTK_regexp_span_tokenize=1<>FileClosedAnalysis=134<>UnsafeListIterator=55<>UnsafeDictIterator=157<>Logging_MustNotLogAfterShutdown=1,9266,WrongTypeAddedAnalysis=check_append=1356<>WrongTypeAddedAnalysis=check_insert=1356<>WrongTypeAddedAnalysis=check_extend=1356<>WrongTypeAddedAnalysis=check_add=1356<>WrongTypeAddedAnalysis=check_add_assign=96<>StringConcatAnalysis=add=96<>BuiltinAllAnalysis=violation=1301<>InPlaceSortAnalysis=list_used=29<>InPlaceSortAnalysis=end_execution=1<>InvalidComparisonAnalysis=after_comparison=282<>NonFinitesAnalysis=non_finite_op=1301<>PyDocs_UselessIterTee=end=1<>ComparisonBehaviorAnalysis=eq_end=278<>ComparisonBehaviorAnalysis=ne_end=4<>FileClosedAnalysis=open=68<>FileClosedAnalysis=close=67<>FileClosedAnalysis=end=66<>UnsafeListIterator=createList=57<>UnsafeListIterator=updateList=3<>UnsafeDictIterator=createDict=185<>UnsafeDictIterator=updateDict=3<>Logging_MustNotLogAfterShutdown=log=4,1769403231.236035,1769403267.0658376,x,1769403237.3786716,1769403238.664341,x,x,0.747587,1769403234.0919006
