project,algorithm,passed,failed,skipped,xfailed,xpassed,errors,time,type_project,time_instrumentation,time_create_monitor,test_duration,post_run_time,end_to_end_time,memory_usage,statement_coverage,branch_coverage,total_violations,violations,unique_violations,unique_violations_count,violations_by_location,total_monitors,monitors,total_events,events,end_to_end_start_time,end_to_end_end_time,time_instrumentation_start,time_instrumentation_end,time_create_monitor_end,time_post_run_start,time_post_run_end,pymop_ast_time,pymop_start_time
aosingh-sqlite_rx,original,19,0,0,0,0,0,1.74,original,0.0,0.0,2.0141782760620117,0.0,2.0141782760620117,43200,61.6,35.4,x,,x,x,,x,,x,,1769409270.8145866,1769409272.828765,x,x,x,x,x,x,x
aosingh-sqlite_rx,D,19,0,0,0,0,0,2.52,pymop,6.127641060714722,1.11948823928833,2.6643334838104247,0.0,9.911462783813477,234896,x,x,0,,0,,,259,WrongTypeAddedAnalysis=1<>NLTK_RegexpTokenizerCapturingParentheses=1<>StringConcatAnalysis=1<>BuiltinAllAnalysis=1<>InPlaceSortAnalysis=1<>PyDocs_MustLockOnce=1<>InvalidComparisonAnalysis=1<>NonFinitesAnalysis=1<>PriorityQueue_NonComparable=1<>StringStripAnalysis=1<>PyDocs_UselessIterTee=1<>ComparisonBehaviorAnalysis=1<>NLTK_regexp_span_tokenize=1<>FileClosedAnalysis=72<>UnsafeListIterator=78<>UnsafeDictIterator=96,4686,WrongTypeAddedAnalysis=check_append=707<>WrongTypeAddedAnalysis=check_insert=707<>WrongTypeAddedAnalysis=check_extend=707<>WrongTypeAddedAnalysis=check_add=707<>BuiltinAllAnalysis=violation=705<>InPlaceSortAnalysis=list_used=15<>InPlaceSortAnalysis=end_execution=1<>InvalidComparisonAnalysis=after_comparison=54<>NonFinitesAnalysis=non_finite_op=705<>PyDocs_UselessIterTee=end=1<>ComparisonBehaviorAnalysis=eq_end=54<>FileClosedAnalysis=open=37<>FileClosedAnalysis=close=36<>FileClosedAnalysis=end=35<>UnsafeListIterator=createList=103<>UnsafeDictIterator=createDict=112,1769409303.5472753,1769409313.458738,x,1769409309.1586614,1769409310.2781496,x,x,0.516255,1769409305.8345137
aosingh-sqlite_rx,D,19,0,0,0,0,0,7.25,pymop_libs,16.04500678388977,0.6504814624786377,9.558358160568238,0.0,26.253846406936646,325976,x,x,1,WrongTypeAddedAnalysis=1,1,WrongTypeAddedAnalysis=1;,/sqlite_rx/venv/lib/python3.12/site-packages/_pytest/fixtures.py:1851:WrongTypeAddedAnalysis=1,2949,UnsafeListIterator=2009<>WrongTypeAddedAnalysis=1<>NLTK_RegexpTokenizerCapturingParentheses=1<>StringConcatAnalysis=1<>BuiltinAllAnalysis=1<>InPlaceSortAnalysis=1<>NLTK_NonterminalSymbolMutability=32<>PyDocs_MustLockOnce=1<>InvalidComparisonAnalysis=1<>NonFinitesAnalysis=1<>PriorityQueue_NonComparable=1<>StringStripAnalysis=1<>PyDocs_UselessIterTee=1<>ComparisonBehaviorAnalysis=1<>NLTK_regexp_span_tokenize=1<>UnsafeDictIterator=785<>ArgParse_Parent=1<>FileClosedAnalysis=72<>faulthandler_disableBeforeClose=1<>PyDocs_MustSortBeforeGroupBy=34<>Pydocs_MustReleaseLock=2,442776,UnsafeListIterator=createList=5110<>UnsafeListIterator=updateList=1877<>WrongTypeAddedAnalysis=check_append=68570<>WrongTypeAddedAnalysis=check_insert=68570<>WrongTypeAddedAnalysis=check_extend=68570<>WrongTypeAddedAnalysis=check_add=68570<>WrongTypeAddedAnalysis=check_add_assign=2836<>StringConcatAnalysis=add=2836<>BuiltinAllAnalysis=violation=67559<>InPlaceSortAnalysis=list_used=10118<>InPlaceSortAnalysis=list_sorted=4<>InPlaceSortAnalysis=end_execution=1<>NLTK_NonterminalSymbolMutability=nonterminal_created=32<>InvalidComparisonAnalysis=after_comparison=3382<>NonFinitesAnalysis=non_finite_op=67374<>StringStripAnalysis=strip=156<>PyDocs_UselessIterTee=end=1<>ComparisonBehaviorAnalysis=ne_end=553<>ComparisonBehaviorAnalysis=eq_end=2805<>UnsafeDictIterator=createDict=864<>UnsafeDictIterator=updateDict=2832<>ArgParse_Parent=created=1<>ArgParse_Parent=argument_added=1<>FileClosedAnalysis=open=37<>FileClosedAnalysis=close=36<>FileClosedAnalysis=end=35<>faulthandler_disableBeforeClose=register=1<>faulthandler_disableBeforeClose=unregister=1<>PyDocs_MustSortBeforeGroupBy=sort=34<>PyDocs_MustSortBeforeGroupBy=modify=7<>Pydocs_MustReleaseLock=acquire=1<>Pydocs_MustReleaseLock=release=1<>Pydocs_MustReleaseLock=end=1,1769409340.3660638,1769409366.6199102,x,1769409354.5103216,1769409355.160803,x,x,1.900749,1769409342.4796476
appleparan-template.py,original,1,0,0,0,0,0,0.5,original,0.0,0.0,1.0977411270141602,0.0,1.0977411270141602,71208,87.5,80.0,x,,x,x,,x,,x,,1769410656.3575826,1769410657.4553237,x,x,x,x,x,x,x
appleparan-template.py,D,1,0,0,0,0,0,1.45,pymop,5.0702255174865725,1.1374070644378662,9.47672601487732,0.0,15.684358596801758,366608,x,x,0,,0,,,172,WrongTypeAddedAnalysis=1<>NLTK_RegexpTokenizerCapturingParentheses=1<>StringConcatAnalysis=1<>BuiltinAllAnalysis=1<>InPlaceSortAnalysis=1<>PyDocs_MustLockOnce=1<>InvalidComparisonAnalysis=1<>NonFinitesAnalysis=1<>PriorityQueue_NonComparable=1<>StringStripAnalysis=1<>PyDocs_UselessIterTee=1<>ComparisonBehaviorAnalysis=1<>NLTK_regexp_span_tokenize=1<>FileClosedAnalysis=158<>UnsafeListIterator=1,540,WrongTypeAddedAnalysis=check_append=47<>WrongTypeAddedAnalysis=check_insert=47<>WrongTypeAddedAnalysis=check_extend=47<>WrongTypeAddedAnalysis=check_add=47<>BuiltinAllAnalysis=violation=47<>InPlaceSortAnalysis=list_sorted=1<>InPlaceSortAnalysis=list_used=1<>InPlaceSortAnalysis=end_execution=1<>InvalidComparisonAnalysis=after_comparison=8<>NonFinitesAnalysis=non_finite_op=47<>PyDocs_UselessIterTee=end=1<>ComparisonBehaviorAnalysis=eq_end=8<>FileClosedAnalysis=open=80<>FileClosedAnalysis=close=79<>FileClosedAnalysis=end=78<>UnsafeListIterator=createList=1,1769410804.779642,1769410820.4640007,x,1769410808.4628186,1769410809.6002257,x,x,1.387049,1769410808.2120929
appleparan-template.py,D,1,0,0,0,0,0,106.21,pymop_libs,141.56916640701294,0.7867555618286133,12.839129939651485,0.0,155.19505190849304,616736,x,x,3,InvalidComparisonAnalysis=2;WrongTypeAddedAnalysis=1,2,InvalidComparisonAnalysis=1;WrongTypeAddedAnalysis=1;,/template.py/venv/lib/python3.12/site-packages/yaml/constructor.py:266:InvalidComparisonAnalysis=1;/template.py/venv/lib/python3.12/site-packages/mkdocstrings/_internal/plugin.py:170:WrongTypeAddedAnalysis=1,22805,UnsafeListIterator=2295<>WrongTypeAddedAnalysis=1<>NLTK_RegexpTokenizerCapturingParentheses=1<>StringConcatAnalysis=1<>BuiltinAllAnalysis=1<>InPlaceSortAnalysis=1<>NLTK_NonterminalSymbolMutability=22<>PyDocs_MustLockOnce=1<>InvalidComparisonAnalysis=1<>NonFinitesAnalysis=1<>PriorityQueue_NonComparable=1<>StringStripAnalysis=1<>PyDocs_UselessIterTee=1<>ComparisonBehaviorAnalysis=1<>NLTK_regexp_span_tokenize=1<>UnsafeDictIterator=20293<>ArgParse_Parent=1<>FileClosedAnalysis=158<>faulthandler_disableBeforeClose=1<>PyDocs_MustSortBeforeGroupBy=14<>Pydocs_MustReleaseLock=8,2802958,UnsafeListIterator=createList=4348<>UnsafeListIterator=updateList=6986<>WrongTypeAddedAnalysis=check_append=386272<>WrongTypeAddedAnalysis=check_insert=386272<>WrongTypeAddedAnalysis=check_extend=386272<>WrongTypeAddedAnalysis=check_add=386272<>WrongTypeAddedAnalysis=check_add_assign=101479<>StringConcatAnalysis=add=101479<>BuiltinAllAnalysis=violation=385593<>InPlaceSortAnalysis=list_used=43939<>InPlaceSortAnalysis=list_sorted=57<>InPlaceSortAnalysis=end_execution=1<>NLTK_NonterminalSymbolMutability=nonterminal_created=22<>InvalidComparisonAnalysis=after_comparison=93604<>NonFinitesAnalysis=non_finite_op=385408<>StringStripAnalysis=strip=16<>PyDocs_UselessIterTee=end=1<>ComparisonBehaviorAnalysis=ne_end=15554<>ComparisonBehaviorAnalysis=eq_end=78026<>UnsafeDictIterator=createDict=20962<>UnsafeDictIterator=updateDict=20059<>UnsafeDictIterator=createIter=1<>UnsafeDictIterator=next=10<>ArgParse_Parent=created=1<>ArgParse_Parent=argument_added=1<>FileClosedAnalysis=open=80<>FileClosedAnalysis=close=79<>FileClosedAnalysis=end=78<>faulthandler_disableBeforeClose=register=1<>faulthandler_disableBeforeClose=unregister=1<>PyDocs_MustSortBeforeGroupBy=sort=18<>PyDocs_MustSortBeforeGroupBy=modify=18<>Pydocs_MustReleaseLock=acquire=22<>Pydocs_MustReleaseLock=release=22<>Pydocs_MustReleaseLock=end=4,1769410960.4456983,1769411115.6407502,x,1769410987.4948397,1769410988.2815952,x,x,114.520025,1769410985.9074564
areed1192-sigma-coding,original,1,0,0,0,0,0,0.02,original,0.0,0.0,0.2763235569000244,0.0,0.2763235569000244,27520,0.3,0.2,x,,x,x,,x,,x,,1769405965.0098274,1769405965.286151,x,x,x,x,x,x,x
areed1192-sigma-coding,D,1,0,0,0,0,0,0.08,pymop,5.075782075317383,1.256617784500122,0.5850012155456543,0.0,6.917401075363159,229020,x,x,0,,0,,,25,WrongTypeAddedAnalysis=1<>NLTK_RegexpTokenizerCapturingParentheses=1<>StringConcatAnalysis=1<>BuiltinAllAnalysis=1<>InPlaceSortAnalysis=1<>PyDocs_MustLockOnce=1<>InvalidComparisonAnalysis=1<>NonFinitesAnalysis=1<>PriorityQueue_NonComparable=1<>StringStripAnalysis=1<>PyDocs_UselessIterTee=1<>ComparisonBehaviorAnalysis=1<>NLTK_regexp_span_tokenize=1<>FileClosedAnalysis=12,22,InPlaceSortAnalysis=end_execution=1<>InvalidComparisonAnalysis=after_comparison=1<>PyDocs_UselessIterTee=end=1<>ComparisonBehaviorAnalysis=eq_end=1<>FileClosedAnalysis=open=7<>FileClosedAnalysis=close=6<>FileClosedAnalysis=end=5,1769405993.902306,1769406000.8197072,x,1769405998.9425302,1769406000.199148,x,x,0.035558,1769405996.525951
areed1192-sigma-coding,D,1,0,0,0,0,0,1.05,pymop_libs,15.628285931121827,0.6768805980682373,3.2636146082763675,0.0,19.56878113746643,315252,x,x,0,,0,,,1603,UnsafeListIterator=1148<>WrongTypeAddedAnalysis=1<>NLTK_RegexpTokenizerCapturingParentheses=1<>StringConcatAnalysis=1<>BuiltinAllAnalysis=1<>InPlaceSortAnalysis=1<>NLTK_NonterminalSymbolMutability=32<>PyDocs_MustLockOnce=1<>InvalidComparisonAnalysis=1<>NonFinitesAnalysis=1<>PriorityQueue_NonComparable=1<>StringStripAnalysis=1<>PyDocs_UselessIterTee=1<>ComparisonBehaviorAnalysis=1<>NLTK_regexp_span_tokenize=1<>UnsafeDictIterator=372<>ArgParse_Parent=1<>FileClosedAnalysis=12<>faulthandler_disableBeforeClose=1<>PyDocs_MustSortBeforeGroupBy=24,263265,UnsafeListIterator=createList=2215<>UnsafeListIterator=updateList=741<>WrongTypeAddedAnalysis=check_append=41394<>WrongTypeAddedAnalysis=check_insert=41394<>WrongTypeAddedAnalysis=check_extend=41394<>WrongTypeAddedAnalysis=check_add=41394<>WrongTypeAddedAnalysis=check_add_assign=1543<>StringConcatAnalysis=add=1543<>BuiltinAllAnalysis=violation=40789<>InPlaceSortAnalysis=list_used=4943<>InPlaceSortAnalysis=list_sorted=4<>InPlaceSortAnalysis=end_execution=1<>NLTK_NonterminalSymbolMutability=nonterminal_created=32<>InvalidComparisonAnalysis=after_comparison=1465<>NonFinitesAnalysis=non_finite_op=40604<>StringStripAnalysis=strip=5<>PyDocs_UselessIterTee=end=1<>ComparisonBehaviorAnalysis=ne_end=250<>ComparisonBehaviorAnalysis=eq_end=1191<>UnsafeDictIterator=createDict=375<>UnsafeDictIterator=updateDict=1933<>ArgParse_Parent=created=1<>ArgParse_Parent=argument_added=1<>FileClosedAnalysis=open=7<>FileClosedAnalysis=close=6<>FileClosedAnalysis=end=5<>faulthandler_disableBeforeClose=register=1<>faulthandler_disableBeforeClose=unregister=1<>PyDocs_MustSortBeforeGroupBy=sort=24<>PyDocs_MustSortBeforeGroupBy=modify=8,1769406026.3316453,1769406045.9004264,x,1769406040.6549442,1769406041.3318248,x,x,1.304987,1769406028.20046
arm61-uravu,original,88,0,0,0,0,0,5.42,original,0.0,0.0,5.769589424133301,0.0,5.769589424133301,126020,94.5,90.0,x,,x,x,,x,,x,,1769404365.9891472,1769404371.7587366,x,x,x,x,x,x,x
arm61-uravu,D,88,0,0,0,0,0,13.16,pymop,7.478495067733765,1.0668580532073975,13.537941747528077,0.0,22.08329486846924,291476,x,x,0,,0,,,391,WrongTypeAddedAnalysis=1<>NLTK_RegexpTokenizerCapturingParentheses=1<>StringConcatAnalysis=1<>BuiltinAllAnalysis=1<>InPlaceSortAnalysis=1<>PyDocs_MustLockOnce=1<>InvalidComparisonAnalysis=1<>NonFinitesAnalysis=1<>PriorityQueue_NonComparable=1<>StringStripAnalysis=1<>PyDocs_UselessIterTee=1<>ComparisonBehaviorAnalysis=1<>NLTK_regexp_span_tokenize=1<>FileClosedAnalysis=22<>UnsafeListIterator=337<>UnsafeDictIterator=19,618508,WrongTypeAddedAnalysis=check_append=91905<>WrongTypeAddedAnalysis=check_insert=91905<>WrongTypeAddedAnalysis=check_extend=91905<>WrongTypeAddedAnalysis=check_add=91905<>WrongTypeAddedAnalysis=check_add_assign=24824<>StringConcatAnalysis=add=24824<>BuiltinAllAnalysis=violation=91898<>InPlaceSortAnalysis=list_used=15657<>InPlaceSortAnalysis=end_execution=1<>InvalidComparisonAnalysis=after_comparison=337<>NonFinitesAnalysis=non_finite_op=91898<>PyDocs_UselessIterTee=end=1<>ComparisonBehaviorAnalysis=ne_end=312<>ComparisonBehaviorAnalysis=eq_end=25<>FileClosedAnalysis=open=12<>FileClosedAnalysis=close=11<>FileClosedAnalysis=end=10<>UnsafeListIterator=createList=840<>UnsafeListIterator=updateList=213<>UnsafeDictIterator=createDict=19<>UnsafeDictIterator=updateDict=6,1769404426.317262,1769404448.4005568,x,1769404433.314538,1769404434.381396,x,x,0.481219,1769404429.172866
arm61-uravu,D,88,0,0,0,0,0,1681.81,pymop_libs,61.894330179550174,0.7262735366821289,1667.2172180057983,0.0,1729.8378217220306,1027660,x,x,60877,WrongTypeAddedAnalysis=87;InvalidComparisonAnalysis=15222;StringConcatAnalysis=4;NonFinitesAnalysis=38298;ComparisonBehaviorAnalysis=7266,56,WrongTypeAddedAnalysis=2;InvalidComparisonAnalysis=13;StringConcatAnalysis=4;NonFinitesAnalysis=34;ComparisonBehaviorAnalysis=3;,/uravu/venv/lib/python3.12/site-packages/_pytest/fixtures.py:1851:WrongTypeAddedAnalysis=1;/uravu/venv/lib/python3.12/site-packages/dynesty/utils.py:330:WrongTypeAddedAnalysis=1;/uravu/venv/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2460:InvalidComparisonAnalysis=1;/uravu/venv/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2470:InvalidComparisonAnalysis=1;/uravu/venv/lib/python3.12/site-packages/numpy/testing/_private/utils.py:815:InvalidComparisonAnalysis=1;/uravu/venv/lib/python3.12/site-packages/numpy/testing/_private/utils.py:818:InvalidComparisonAnalysis=1;/uravu/venv/lib/python3.12/site-packages/scipy/optimize/_numdiff.py:53:InvalidComparisonAnalysis=1;/uravu/venv/lib/python3.12/site-packages/scipy/optimize/_optimize.py:196:InvalidComparisonAnalysis=1;/uravu/venv/lib/python3.12/site-packages/scipy/optimize/_optimize.py:198:InvalidComparisonAnalysis=1;/uravu/venv/lib/python3.12/site-packages/numpy/_core/_dtype.py:327:InvalidComparisonAnalysis=1;/uravu/venv/lib/python3.12/site-packages/numpy/_core/_dtype.py:330:InvalidComparisonAnalysis=1;/uravu/venv/lib/python3.12/site-packages/dynesty/dynamicsampler.py:1900:InvalidComparisonAnalysis=1;/uravu/venv/lib/python3.12/site-packages/tqdm/std.py:981:InvalidComparisonAnalysis=1;/uravu/venv/lib/python3.12/site-packages/numpy/linalg/_linalg.py:2812:InvalidComparisonAnalysis=1;/uravu/venv/lib/python3.12/site-packages/numpy/linalg/_linalg.py:2814:InvalidComparisonAnalysis=1;/uravu/venv/lib/python3.12/site-packages/numpy/_core/arrayprint.py:811:StringConcatAnalysis=1;/uravu/venv/lib/python3.12/site-packages/numpy/_core/arrayprint.py:913:StringConcatAnalysis=1;/uravu/venv/lib/python3.12/site-packages/numpy/_core/arrayprint.py:809:StringConcatAnalysis=1;/uravu/venv/lib/python3.12/site-packages/numpy/_core/arrayprint.py:952:StringConcatAnalysis=1;/uravu/venv/lib/python3.12/site-packages/numpy/_core/numeric.py:386:NonFinitesAnalysis=1;/uravu/venv/lib/python3.12/site-packages/numpy/_core/numeric.py:387:NonFinitesAnalysis=1;/uravu/venv/lib/python3.12/site-packages/numpy/_core/fromnumeric.py:2011:NonFinitesAnalysis=1;/uravu/venv/lib/python3.12/site-packages/numpy/_core/fromnumeric.py:1596:NonFinitesAnalysis=1;/uravu/venv/lib/python3.12/site-packages/numpy/_core/fromnumeric.py:1612:NonFinitesAnalysis=1;/uravu/venv/lib/python3.12/site-packages/numpy/_core/fromnumeric.py:52:NonFinitesAnalysis=1;/uravu/venv/lib/python3.12/site-packages/numpy/_core/fromnumeric.py:57:NonFinitesAnalysis=1;/uravu/venv/lib/python3.12/site-packages/numpy/_core/fromnumeric.py:324:NonFinitesAnalysis=1;/uravu/venv/lib/python3.12/site-packages/numpy/_core/fromnumeric.py:1614:NonFinitesAnalysis=1;/uravu/venv/lib/python3.12/site-packages/scipy/optimize/_numdiff.py:209:NonFinitesAnalysis=1;/uravu/venv/lib/python3.12/site-packages/scipy/optimize/_numdiff.py:212:NonFinitesAnalysis=1;/uravu/venv/lib/python3.12/site-packages/scipy/optimize/_numdiff.py:581:NonFinitesAnalysis=1;/uravu/venv/lib/python3.12/site-packages/scipy/optimize/_numdiff.py:666:NonFinitesAnalysis=1;/uravu/venv/lib/python3.12/site-packages/scipy/optimize/_differentialevolution.py:1064:NonFinitesAnalysis=1;/uravu/venv/lib/python3.12/site-packages/scipy/optimize/_differentialevolution.py:1213:NonFinitesAnalysis=1;/uravu/venv/lib/python3.12/site-packages/scipy/optimize/_differentialevolution.py:1391:NonFinitesAnalysis=1;/uravu/venv/lib/python3.12/site-packages/scipy/_lib/array_api_extra/_lib/_at.py:370:NonFinitesAnalysis=1;/uravu/venv/lib/python3.12/site-packages/scipy/special/_logsumexp.py:213:NonFinitesAnalysis=1;/uravu/venv/lib/python3.12/site-packages/scipy/special/_logsumexp.py:221:NonFinitesAnalysis=1;/uravu/venv/lib/python3.12/site-packages/emcee/ensemble.py:511:NonFinitesAnalysis=1;/uravu/venv/lib/python3.12/site-packages/emcee/ensemble.py:550:NonFinitesAnalysis=1;/uravu/venv/lib/python3.12/site-packages/emcee/moves/red_blue.py:97:NonFinitesAnalysis=1;/uravu/venv/lib/python3.12/site-packages/emcee/state.py:43:NonFinitesAnalysis=1;/uravu/venv/lib/python3.12/site-packages/dynesty/dynamicsampler.py:871:NonFinitesAnalysis=1;/uravu/venv/lib/python3.12/site-packages/dynesty/utils.py:682:NonFinitesAnalysis=1;/uravu/venv/lib/python3.12/site-packages/dynesty/utils.py:716:NonFinitesAnalysis=1;/uravu/venv/lib/python3.12/site-packages/dynesty/utils.py:720:NonFinitesAnalysis=1;/uravu/venv/lib/python3.12/site-packages/numpy/_core/shape_base.py:65:NonFinitesAnalysis=1;/uravu/venv/lib/python3.12/site-packages/scipy/stats/_distn_infrastructure.py:648:NonFinitesAnalysis=1;/uravu/venv/lib/python3.12/site-packages/scipy/stats/_distn_infrastructure.py:652:NonFinitesAnalysis=1;/uravu/venv/lib/python3.12/site-packages/scipy/stats/_distn_infrastructure.py:663:NonFinitesAnalysis=1;/uravu/venv/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:2108:NonFinitesAnalysis=1;/uravu/venv/lib/python3.12/site-packages/scipy/stats/_distn_infrastructure.py:2336:NonFinitesAnalysis=1;/uravu/venv/lib/python3.12/site-packages/scipy/stats/_distn_infrastructure.py:2337:NonFinitesAnalysis=1;/uravu/venv/lib/python3.12/site-packages/scipy/linalg/lapack.py:1065:ComparisonBehaviorAnalysis=1;/uravu/venv/lib/python3.12/site-packages/scipy/_lib/_array_api.py:584:ComparisonBehaviorAnalysis=1;/uravu/venv/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:1516:ComparisonBehaviorAnalysis=1,90317,UnsafeListIterator=61813<>WrongTypeAddedAnalysis=1<>NLTK_RegexpTokenizerCapturingParentheses=1<>StringConcatAnalysis=1<>BuiltinAllAnalysis=1<>InPlaceSortAnalysis=1<>NLTK_NonterminalSymbolMutability=22<>PyDocs_MustLockOnce=1<>InvalidComparisonAnalysis=1<>NonFinitesAnalysis=1<>PriorityQueue_NonComparable=1<>StringStripAnalysis=1<>PyDocs_UselessIterTee=1<>ComparisonBehaviorAnalysis=1<>NLTK_regexp_span_tokenize=1<>UnsafeDictIterator=28338<>ArgParse_Parent=1<>FileClosedAnalysis=22<>faulthandler_disableBeforeClose=1<>PyDocs_MustSortBeforeGroupBy=104<>Pydocs_MustReleaseRLock=2<>Thread_StartOnce=1,82280498,UnsafeListIterator=createList=175258<>UnsafeListIterator=updateList=188307<>UnsafeListIterator=createIter=7242<>WrongTypeAddedAnalysis=check_append=12078923<>WrongTypeAddedAnalysis=check_insert=12078923<>WrongTypeAddedAnalysis=check_extend=12078923<>WrongTypeAddedAnalysis=check_add=12078923<>WrongTypeAddedAnalysis=check_add_assign=1980623<>StringConcatAnalysis=add=1980623<>BuiltinAllAnalysis=violation=12053328<>InPlaceSortAnalysis=list_used=694636<>InPlaceSortAnalysis=list_sorted=249<>InPlaceSortAnalysis=end_execution=1<>NLTK_NonterminalSymbolMutability=nonterminal_created=22<>InvalidComparisonAnalysis=after_comparison=2380521<>NonFinitesAnalysis=non_finite_op=12053165<>StringStripAnalysis=strip=8688<>PyDocs_UselessIterTee=end=1<>ComparisonBehaviorAnalysis=ne_end=135519<>ComparisonBehaviorAnalysis=eq_end=2244978<>UnsafeDictIterator=createDict=44682<>UnsafeDictIterator=updateDict=14895<>ArgParse_Parent=created=1<>ArgParse_Parent=argument_added=1<>FileClosedAnalysis=open=12<>FileClosedAnalysis=close=11<>FileClosedAnalysis=end=10<>faulthandler_disableBeforeClose=register=1<>faulthandler_disableBeforeClose=unregister=1<>PyDocs_MustSortBeforeGroupBy=sort=105<>PyDocs_MustSortBeforeGroupBy=modify=6<>Pydocs_MustReleaseRLock=acquire=959<>Pydocs_MustReleaseRLock=release=959<>Pydocs_MustReleaseRLock=end=1<>Thread_StartOnce=start=1,1769404491.3075862,1769406221.145408,x,1769404517.5860894,1769404518.312363,x,x,35.615827,1769404505.9373968
arnimarj-py-pointless,original,27,0,0,0,0,0,41.84,original,0.0,0.0,42.12524724006653,0.0,42.12524724006653,204012,90.6,83.0,x,,x,x,,x,,x,,1769410443.4609094,1769410485.5861566,x,x,x,x,x,x,x
